Time	Root2_Y	Root_Y	
2.356	0	0.05	
2.3565	0	0.05	
2.357	0	0.05	
2.3575	0	0.05	
2.358	0	0.05	
2.3585	0	0.05	
2.359	0	0.05	
2.3595	0	0.05	
2.36	0	0.05	
2.3605	0	0.05	
2.361	0	0.05	
2.3615	0	0.05	
2.362	0	0.05	
2.3625	0	0.05	
2.363	0	0.05	
2.3635	0	0.05	
2.364	0	0.05	
2.3645	0	0.05	
2.365	0	0.05	
2.3655	0	0.05	
2.366	0	0.05	
2.3665	0	0.05	
2.367	0	0.05	
2.3675	0	0.05	
2.368	0	0.05	
2.3685	0	0.05	
2.369	0	0.05	
2.3695	0	0.05	
2.37	0	0.05	
2.3705	0	0.05	
2.371	0	0.05	
2.3715	0	0.05	
2.372	0	0.05	
2.3725	0	0.05	
2.373	0	0.05	
2.3735	0	0.05	
2.374	0	0.05	
2.3745	0	0.05	
2.375	0	0.05	
2.3755	0	0.05	
2.376	0	0.05	
2.3765	0	0.05	
2.377	0	0.05	
2.3775	0	0.05	
2.378	0	0.05	
2.3785	0	0.05	
2.379	0	0.05	
2.3795	0	0.05	
2.38	0	0.05	
2.3805	0	0.05	
2.381	0	0.05	
2.3815	0	0.05	
2.382	0	0.05	
2.3825	0	0.05	
2.383	0	0.05	
2.3835	0	0.05	
2.384	0	0.05	
2.3845	0	0.05	
2.385	0	0.05	
2.3855	0	0.05	
2.386	0	0.05	
2.3865	0	0.05	
2.387	0	0.05	
2.3875	0	0.05	
2.388	0	0.05	
2.3885	0	0.05	
2.389	0	0.05	
2.3895	0	0.05	
2.39	0	0.05	
2.3905	0	0.05	
2.391	0	0.05	
2.3915	0	0.05	
2.392	0	0.05	
2.3925	0	0.05	
2.393	0	0.05	
2.3935	0	0.05	
2.394	0	0.05	
2.3945	0	0.05	
2.395	0	0.05	
2.3955	0	0.05	
2.396	0	0.05	
2.3965	0	0.05	
2.397	0	0.05	
2.3975	0	0.05	
2.398	0	0.05	
2.3985	0	0.05	
2.399	0	0.05	
2.3995	0	0.05	
2.4	0	0.05	
2.4005	0	0.05	
2.401	0	0.05	
2.4015	0	0.05	
2.402	0	0.05	
2.4025	0	0.05	
2.403	0	0.05	
2.4035	0	0.05	
2.404	0	0.05	
2.4045	0	0.05	
2.405	0	0.05	
2.4055	0	0.05	
2.406	0	0.05	
2.4065	0	0.05	
2.407	0	0.05	
2.4075	0	0.05	
2.408	0	0.05	
2.4085	0	0.05	
2.409	0	0.05	
2.4095	0	0.05	
2.41	0	0.05	
2.4105	0	0.05	
2.411	0	0.05	
2.4115	0	0.05	
2.412	0	0.05	
2.4125	0	0.05	
2.413	0	0.05	
2.4135	0	0.05	
2.414	0	0.05	
2.4145	0	0.05	
2.415	0	0.05	
2.4155	0	0.05	
2.416	0	0.05	
2.4165	0	0.05	
2.417	0	0.05	
2.4175	0	0.05	
2.418	0	0.05	
2.4185	0	0.05	
2.419	0	0.05	
2.4195	0	0.05	
2.42	0	0.05	
2.4205	0	0.05	
2.421	0	0.05	
2.4215	0	0.05	
2.422	0	0.05	
2.4225	0	0.05	
2.423	0	0.05	
2.4235	0	0.05	
2.424	0	0.05	
2.4245	0	0.05	
2.425	0	0.05	
2.4255	0	0.05	
2.426	0	0.05	
2.4265	0	0.05	
2.427	0	0.05	
2.4275	0	0.05	
2.428	0	0.05	
2.4285	0	0.05	
2.429	0	0.05	
2.4295	0	0.05	
2.43	0	0.05	
2.4305	0	0.05	
2.431	0	0.05	
2.4315	0	0.05	
2.432	0	0.05	
2.4325	0	0.05	
2.433	0	0.05	
2.4335	0	0.05	
2.434	0	0.05	
2.4345	0	0.05	
2.435	0	0.05	
2.4355	0	0.05	
2.436	0	0.05	
2.4365	0	0.05	
2.437	0	0.05	
2.4375	0	0.05	
2.438	0	0.05	
2.4385	0	0.05	
2.439	0	0.05	
2.4395	0	0.05	
2.44	0	0.05	
2.4405	0	0.05	
2.441	0	0.05	
2.4415	0	0.05	
2.442	0	0.05	
2.4425	0	0.05	
2.443	0	0.05	
2.4435	0	0.05	
2.444	0	0.05	
2.4445	0	0.05	
2.445	0	0.05	
2.4455	0	0.05	
2.446	0	0.05	
2.4465	0	0.05	
2.447	0	0.05	
2.4475	0	0.05	
2.448	0	0.05	
2.4485	0	0.05	
2.449	0	0.05	
2.4495	0	0.05	
2.45	0	0.05	
2.4505	0	0.05	
2.451	0	0.05	
2.4515	0	0.05	
2.452	0	0.05	
2.4525	0	0.05	
2.453	0	0.05	
2.4535	0	0.05	
2.454	0	0.05	
2.4545	0	0.05	
2.455	0	0.05	
2.4555	0	0.05	
2.456	0	0.05	
2.4565	0	0.05	
2.457	0	0.05	
2.4575	0	0.05	
2.458	0	0.05	
2.4585	0	0.05	
2.459	0	0.05	
2.4595	0	0.05	
2.46	0	0.05	
2.4605	0	0.05	
2.461	0	0.05	
2.4615	0	0.05	
2.462	0	0.05	
2.4625	0	0.05	
2.463	0	0.05	
2.4635	0	0.05	
2.464	0	0.05	
2.4645	0	0.05	
2.465	0	0.05	
2.4655	0	0.05	
2.466	0	0.05	
2.4665	0	0.05	
2.467	0	0.05	
2.4675	0	0.05	
2.468	0	0.05	
2.4685	0	0.05	
2.469	0	0.05	
2.4695	0	0.05	
2.47	0	0.05	
2.4705	0	0.05	
2.471	0	0.05	
2.4715	0	0.05	
2.472	0	0.05	
2.4725	0	0.05	
2.473	0	0.05	
2.4735	0	0.05	
2.474	0	0.05	
2.4745	0	0.05	
2.475	0	0.05	
2.4755	0	0.05	
2.476	0	0.05	
2.4765	0	0.05	
2.477	0	0.05	
2.4775	0	0.05	
2.478	0	0.05	
2.4785	0	0.05	
2.479	0	0.05	
2.4795	0	0.05	
2.48	0	0.05	
2.4805	0	0.05	
2.481	0	0.05	
2.4815	0	0.05	
2.482	0	0.05	
2.4825	0	0.05	
2.483	0	0.05	
2.4835	0	0.05	
2.484	0	0.05	
2.4845	0	0.05	
2.485	0	0.05	
2.4855	0	0.05	
2.486	0	0.05	
2.4865	0	0.05	
2.487	0	0.05	
2.4875	0	0.05	
2.488	0	0.05	
2.4885	0	0.05	
2.489	0	0.05	
2.4895	0	0.05	
2.49	0	0.05	
2.4905	0	0.05	
2.491	0	0.05	
2.4915	0	0.05	
2.492	0	0.05	
2.4925	0	0.05	
2.493	0	0.05	
2.4935	0	0.05	
2.494	0	0.05	
2.4945	0	0.05	
2.495	0	0.05	
2.4955	0	0.05	
2.496	0	0.05	
2.4965	0	0.05	
2.497	0	0.05	
2.4975	0	0.05	
2.498	0	0.05	
2.4985	0	0.05	
2.499	0	0.05	
2.4995	0	0.05	
2.5	0	0.05	
2.5005	0	0.05	
2.501	0	0.05	
2.5015	0	0.05	
2.502	0	0.05	
2.5025	0	0.05	
2.503	0	0.05	
2.5035	0	0.05	
2.504	0	0.05	
2.5045	0	0.05	
2.505	0	0.05	
2.5055	0	0.05	
2.506	0	0.05	
2.5065	0	0.05	
2.507	0	0.05	
2.5075	0	0.05	
2.508	0	0.05	
2.5085	0	0.05	
2.509	0	0.05	
2.5095	0	0.05	
2.51	0	0.05	
2.5105	0	0.05	
2.511	0	0.05	
2.5115	0	0.05	
2.512	0	0.05	
2.5125	0	0.05	
2.513	0	0.05	
2.5135	0	0.05	
2.514	0	0.05	
2.5145	0	0.05	
2.515	0	0.05	
2.5155	0	0.05	
2.516	0	0.05	
2.5165	0	0.05	
2.517	0	0.05	
2.5175	0	0.05	
2.518	0	0.05	
2.5185	0	0.05	
2.519	0	0.05	
2.5195	0	0.05	
2.52	0	0.05	
2.5205	0	0.05	
2.521	0	0.05	
2.5215	0	0.05	
2.522	0	0.05	
2.5225	0	0.05	
2.523	0	0.05	
2.5235	0	0.05	
2.524	0	0.05	
2.5245	0	0.05	
2.525	0	0.05	
2.5255	0	0.05	
2.526	0	0.05	
2.5265	0	0.05	
2.527	0	0.05	
2.5275	0	0.05	
2.528	0	0.05	
2.5285	0	0.05	
2.529	0	0.05	
2.5295	0	0.05	
2.53	0	0.05	
2.5305	0	0.05	
2.531	0	0.05	
2.5315	0	0.05	
2.532	0	0.05	
2.5325	0	0.05	
2.533	0	0.05	
2.5335	0	0.05	
2.534	0	0.05	
2.5345	0	0.05	
2.535	0	0.05	
2.5355	0	0.05	
2.536	0	0.05	
2.5365	0	0.05	
2.537	0	0.05	
2.5375	0	0.05	
2.538	0	0.05	
2.5385	0	0.05	
2.539	0	0.05	
2.5395	0	0.05	
2.54	0	0.05	
2.5405	0	0.05	
2.541	0	0.05	
2.5415	0	0.05	
2.542	0	0.05	
2.5425	0	0.05	
2.543	0	0.05	
2.5435	0	0.05	
2.544	0	0.05	
2.5445	0	0.05	
2.545	0	0.05	
2.5455	0	0.05	
2.546	0	0.05	
2.5465	0	0.05	
2.547	0	0.05	
2.5475	0	0.05	
2.548	0	0.05	
2.5485	0	0.05	
2.549	0	0.05	
2.5495	0	0.05	
2.55	0	0.05	
2.5505	0	0.05	
2.551	0	0.05	
2.5515	0	0.05	
2.552	0	0.05	
2.5525	0	0.05	
2.553	0	0.05	
2.5535	0	0.05	
2.554	0	0.05	
2.5545	0	0.05	
2.555	0	0.05	
2.5555	0	0.05	
2.556	0	0.05	
2.5565	0	0.05	
2.557	0	0.05	
2.5575	0	0.05	
2.558	0	0.05	
2.5585	0	0.05	
2.559	0	0.05	
2.5595	0	0.05	
2.56	0	0.05	
2.5605	0	0.05	
2.561	0	0.05	
2.5615	0	0.05	
2.562	0	0.05	
2.5625	0	0.05	
2.563	0	0.05	
2.5635	0	0.05	
2.564	0	0.05	
2.5645	0	0.05	
2.565	0	0.05	
2.5655	0	0.05	
2.566	0	0.05	
2.5665	0	0.05	
2.567	0	0.05	
2.5675	0	0.05	
2.568	0	0.05	
2.5685	0	0.05	
2.569	0	0.05	
2.5695	0	0.05	
2.57	0	0.05	
2.5705	0	0.05	
2.571	0	0.05	
2.5715	0	0.05	
2.572	0	0.05	
2.5725	0	0.05	
2.573	0	0.05	
2.5735	0	0.05	
2.574	0	0.05	
2.5745	0	0.05	
2.575	0	0.05	
2.5755	0	0.05	
2.576	0	0.05	
2.5765	0	0.05	
2.577	0	0.05	
2.5775	0	0.05	
2.578	0	0.05	
2.5785	0	0.05	
2.579	0	0.05	
2.5795	0	0.05	
2.58	0	0.05	
2.5805	0	0.05	
2.581	0	0.05	
2.5815	0	0.05	
2.582	0	0.05	
2.5825	0	0.05	
2.583	0	0.05	
2.5835	0	0.05	
2.584	0	0.05	
2.5845	0	0.05	
2.585	0	0.05	
2.5855	0	0.05	
2.586	0	0.05	
2.5865	0	0.05	
2.587	0	0.05	
2.5875	0	0.05	
2.588	0	0.05	
2.5885	0	0.05	
2.589	0	0.05	
2.5895	0	0.05	
2.59	0	0.05	
2.5905	0	0.05	
2.591	0	0.05	
2.5915	0	0.05	
2.592	0	0.05	
2.5925	0	0.05	
2.593	0	0.05	
2.5935	0	0.05	
2.594	0	0.05	
2.5945	0	0.05	
2.595	0	0.05	
2.5955	0	0.05	
2.596	0	0.05	
2.5965	0	0.05	
2.597	0	0.05	
2.5975	0	0.05	
2.598	0	0.05	
2.5985	0	0.05	
2.599	0	0.05	
2.5995	0	0.05	
2.6	0	0.05	
2.6005	0	0.05	
2.601	0	0.05	
2.6015	0	0.05	
2.602	0	0.05	
2.6025	0	0.05	
2.603	0	0.05	
2.6035	0	0.05	
2.604	0	0.05	
2.6045	0	0.05	
2.605	0	0.05	
2.6055	0	0.05	
2.606	0	0.05	
2.6065	0	0.05	
2.607	0	0.05	
2.6075	0	0.05	
2.608	0	0.05	
2.6085	0	0.05	
2.609	0	0.05	
2.6095	0	0.05	
2.61	0	0.05	
2.6105	0	0.05	
2.611	0	0.05	
2.6115	0	0.05	
2.612	0	0.05	
2.6125	0	0.05	
2.613	0	0.05	
2.6135	0	0.05	
2.614	0	0.05	
2.6145	0	0.05	
2.615	0	0.05	
2.6155	0	0.05	
2.616	0	0.05	
2.6165	0	0.05	
2.617	0	0.05	
2.6175	0	0.05	
2.618	0	0.05	
2.6185	0	0.05	
2.619	0	0.05	
2.6195	0	0.05	
2.62	0	0.05	
2.6205	0	0.05	
2.621	0	0.05	
2.6215	0	0.05	
2.622	0	0.05	
2.6225	0	0.05	
2.623	0	0.05	
2.6235	0	0.05	
2.624	0	0.05	
2.6245	0	0.05	
2.625	0	0.05	
2.6255	0	0.05	
2.626	0	0.05	
2.6265	0	0.05	
2.627	0	0.05	
2.6275	0	0.05	
2.628	0	0.05	
2.6285	0	0.05	
2.629	0	0.05	
2.6295	0	0.05	
2.63	0	0.05	
2.6305	0	0.05	
2.631	0	0.05	
2.6315	0	0.05	
2.632	0	0.05	
2.6325	0	0.05	
2.633	0	0.05	
2.6335	0	0.05	
2.634	0	0.05	
2.6345	0	0.05	
2.635	0	0.05	
2.6355	0	0.05	
2.636	0	0.05	
2.6365	0	0.05	
2.637	0	0.05	
2.6375	0	0.05	
2.638	0	0.05	
2.6385	0	0.05	
2.639	0	0.05	
2.6395	0	0.05	
2.64	0	0.05	
2.6405	0	0.05	
2.641	0	0.05	
2.6415	0	0.05	
2.642	0	0.05	
2.6425	0	0.05	
2.643	0	0.05	
2.6435	0	0.05	
2.644	0	0.05	
2.6445	0	0.05	
2.645	0	0.05	
2.6455	0	0.05	
2.646	0	0.05	
2.6465	0	0.05	
2.647	0	0.05	
2.6475	0	0.05	
2.648	0	0.05	
2.6485	0	0.05	
2.649	0	0.05	
2.6495	0	0.05	
2.65	0	0.05	
2.6505	0	0.05	
2.651	0	0.05	
2.6515	0	0.05	
2.652	0	0.05	
2.6525	0	0.05	
2.653	0	0.05	
2.6535	0	0.05	
2.654	0	0.05	
2.6545	0	0.05	
2.655	0	0.05	
2.6555	0	0.05	
2.656	0	0.05	
2.6565	0	0.05	
2.657	0	0.05	
2.6575	0	0.05	
2.658	0	0.05	
2.6585	0	0.05	
2.659	0	0.05	
2.6595	0	0.05	
2.66	0	0.05	
2.6605	0	0.05	
2.661	0	0.05	
2.6615	0	0.05	
2.662	0	0.05	
2.6625	0	0.05	
2.663	0	0.05	
2.6635	0	0.05	
2.664	0	0.05	
2.6645	0	0.05	
2.665	0	0.05	
2.6655	0	0.05	
2.666	0	0.05	
2.6665	0	0.05	
2.667	0	0.05	
2.6675	0	0.05	
2.668	0	0.05	
2.6685	0	0.05	
2.669	0	0.05	
2.6695	0	0.05	
2.67	0	0.05	
2.6705	0	0.05	
2.671	0	0.05	
2.6715	0	0.05	
2.672	0	0.05	
2.6725	0	0.05	
2.673	0	0.05	
2.6735	0	0.05	
2.674	0	0.05	
2.6745	0	0.05	
2.675	0	0.05	
2.6755	0	0.05	
2.676	0	0.05	
2.6765	0	0.05	
2.677	0	0.05	
2.6775	0	0.05	
2.678	0	0.05	
2.6785	0	0.05	
2.679	0	0.05	
2.6795	0	0.05	
2.68	0	0.05	
2.6805	0	0.05	
2.681	0	0.05	
2.6815	0	0.05	
2.682	0	0.05	
2.6825	0	0.05	
2.683	0	0.05	
2.6835	0	0.05	
2.684	0	0.05	
2.6845	0	0.05	
2.685	0	0.05	
2.6855	0	0.05	
2.686	0	0.05	
2.6865	0	0.05	
2.687	0	0.05	
2.6875	0	0.05	
2.688	0	0.05	
2.6885	0	0.05	
2.689	0	0.05	
2.6895	0	0.05	
2.69	0	0.05	
2.6905	0	0.05	
2.691	0	0.05	
2.6915	0	0.05	
2.692	0	0.05	
2.6925	0	0.05	
2.693	0	0.05	
2.6935	0	0.05	
2.694	0	0.05	
2.6945	0	0.05	
2.695	0	0.05	
2.6955	0	0.05	
2.696	0	0.05	
2.6965	0	0.05	
2.697	0	0.05	
2.6975	0	0.05	
2.698	0	0.05	
2.6985	0	0.05	
2.699	0	0.05	
2.6995	0	0.05	
2.7	0	0.05	
2.7005	0	0.05	
2.701	0	0.05	
2.7015	0	0.05	
2.702	0	0.05	
2.7025	0	0.05	
2.703	0	0.05	
2.7035	0	0.05	
2.704	0	0.05	
2.7045	0	0.05	
2.705	0	0.05	
2.7055	0	0.05	
2.706	0	0.05	
2.7065	0	0.05	
2.707	0	0.05	
2.7075	0	0.05	
2.708	0	0.05	
2.7085	0	0.05	
2.709	0	0.05	
2.7095	0	0.05	
2.71	0	0.05	
2.7105	0	0.05	
2.711	0	0.05	
2.7115	0	0.05	
2.712	0	0.05	
2.7125	0	0.05	
2.713	0	0.05	
2.7135	0	0.05	
2.714	0	0.05	
2.7145	0	0.05	
2.715	0	0.05	
2.7155	0	0.05	
2.716	0	0.05	
2.7165	0	0.05	
2.717	0	0.05	
2.7175	0	0.05	
2.718	0	0.05	
2.7185	0	0.05	
2.719	0	0.05	
2.7195	0	0.05	
2.72	0	0.05	
2.7205	0	0.05	
2.721	0	0.05	
2.7215	0	0.05	
2.722	0	0.05	
2.7225	0	0.05	
2.723	0	0.05	
2.7235	0	0.05	
2.724	0	0.05	
2.7245	0	0.05	
2.725	0	0.05	
2.7255	0	0.05	
2.726	0	0.05	
2.7265	0	0.05	
2.727	0	0.05	
2.7275	0	0.05	
2.728	0	0.05	
2.7285	0	0.05	
2.729	0	0.05	
2.7295	0	0.05	
2.73	0	0.05	
2.7305	0	0.05	
2.731	0	0.05	
2.7315	0	0.05	
2.732	0	0.05	
2.7325	0	0.05	
2.733	0	0.05	
2.7335	0	0.05	
2.734	0	0.05	
2.7345	0	0.05	
2.735	0	0.05	
2.7355	0	0.05	
2.736	0	0.05	
2.7365	0	0.05	
2.737	0	0.05	
2.7375	0	0.05	
2.738	0	0.05	
2.7385	0	0.05	
2.739	0	0.05	
2.7395	0	0.05	
2.74	0	0.05	
2.7405	0	0.05	
2.741	0	0.05	
2.7415	0	0.05	
2.742	0	0.05	
2.7425	0	0.05	
2.743	0	0.05	
2.7435	0	0.05	
2.744	0	0.05	
2.7445	0	0.05	
2.745	0	0.05	
2.7455	0	0.05	
2.746	0	0.05	
2.7465	0	0.05	
2.747	0	0.05	
2.7475	0	0.05	
2.748	0	0.05	
2.7485	0	0.05	
2.749	0	0.05	
2.7495	0	0.05	
2.75	0	0.05	
2.7505	0	0.05	
2.751	0	0.05	
2.7515	0	0.05	
2.752	0	0.05	
2.7525	0	0.05	
2.753	0	0.05	
2.7535	0	0.05	
2.754	0	0.05	
2.7545	0	0.05	
2.755	0	0.05	
2.7555	0	0.05	
2.756	0	0.05	
2.7565	0	0.05	
2.757	0	0.05	
2.7575	0	0.05	
2.758	0	0.05	
2.7585	0	0.05	
2.759	0	0.05	
2.7595	0	0.05	
2.76	0	0.05	
2.7605	0	0.05	
2.761	0	0.05	
2.7615	0	0.05	
2.762	0	0.05	
2.7625	0	0.05	
2.763	0	0.05	
2.7635	0	0.05	
2.764	0	0.05	
2.7645	0	0.05	
2.765	0	0.05	
2.7655	0	0.05	
2.766	0	0.05	
2.7665	0	0.05	
2.767	0	0.05	
2.7675	0	0.05	
2.768	0	0.05	
2.7685	0	0.05	
2.769	0	0.05	
2.7695	0	0.05	
2.77	0	0.05	
2.7705	0	0.05	
2.771	0	0.05	
2.7715	0	0.05	
2.772	0	0.05	
2.7725	0	0.05	
2.773	0	0.05	
2.7735	0	0.05	
2.774	0	0.05	
2.7745	0	0.05	
2.775	0	0.05	
2.7755	0	0.05	
2.776	0	0.05	
2.7765	0	0.05	
2.777	0	0.05	
2.7775	0	0.05	
2.778	0	0.05	
2.7785	0	0.05	
2.779	0	0.05	
2.7795	0	0.05	
2.78	0	0.05	
2.7805	0	0.05	
2.781	0	0.05	
2.7815	0	0.05	
2.782	0	0.05	
2.7825	0	0.05	
2.783	0	0.05	
2.7835	0	0.05	
2.784	0	0.05	
2.7845	0	0.05	
2.785	0	0.05	
2.7855	0	0.05	
2.786	0	0.05	
2.7865	0	0.05	
2.787	0	0.05	
2.7875	0	0.05	
2.788	0	0.05	
2.7885	0	0.05	
2.789	0	0.05	
2.7895	0	0.05	
2.79	0	0.05	
2.7905	0	0.05	
2.791	0	0.05	
2.7915	0	0.05	
2.792	0	0.05	
2.7925	0	0.05	
2.793	0	0.05	
2.7935	0	0.05	
2.794	0	0.05	
2.7945	0	0.05	
2.795	0	0.05	
2.7955	0	0.05	
2.796	0	0.05	
2.7965	0	0.05	
2.797	0	0.05	
2.7975	0	0.05	
2.798	0	0.05	
2.7985	0	0.05	
2.799	0	0.05	
2.7995	0	0.05	
2.8	0	0.05	
2.8005	0	0.05	
2.801	0	0.05	
2.8015	0	0.05	
2.802	0	0.05	
2.8025	0	0.05	
2.803	0	0.05	
2.8035	0	0.05	
2.804	0	0.05	
2.8045	0	0.05	
2.805	0	0.05	
2.8055	0	0.05	
2.806	0	0.05	
2.8065	0	0.05	
2.807	0	0.05	
2.8075	0	0.05	
2.808	0	0.05	
2.8085	0	0.05	
2.809	0	0.05	
2.8095	0	0.05	
2.81	0	0.05	
2.8105	0	0.05	
2.811	0	0.05	
2.8115	0	0.05	
2.812	0	0.05	
2.8125	0	0.05	
2.813	0	0.05	
2.8135	0	0.05	
2.814	0	0.05	
2.8145	0	0.05	
2.815	0	0.05	
2.8155	0	0.05	
2.816	0	0.05	
2.8165	0	0.05	
2.817	0	0.05	
2.8175	0	0.05	
2.818	0	0.05	
2.8185	0	0.05	
2.819	0	0.05	
2.8195	0	0.05	
2.82	0	0.05	
2.8205	0	0.05	
2.821	0	0.05	
2.8215	0	0.05	
2.822	0	0.05	
2.8225	0	0.05	
2.823	0	0.05	
2.8235	0	0.05	
2.824	0	0.05	
2.8245	0	0.05	
2.825	0	0.05	
2.8255	0	0.05	
2.826	0	0.05	
2.8265	0	0.05	
2.827	0	0.05	
2.8275	0	0.05	
2.828	0	0.05	
2.8285	0	0.05	
2.829	0	0.05	
2.8295	0	0.05	
2.83	0	0.05	
2.8305	0	0.05	
2.831	0	0.05	
2.8315	0	0.05	
2.832	0	0.05	
2.8325	0	0.05	
2.833	0	0.05	
2.8335	0	0.05	
2.834	0	0.05	
2.8345	0	0.05	
2.835	0	0.05	
2.8355	0	0.05	
2.836	0	0.05	
2.8365	0	0.05	
2.837	0	0.05	
2.8375	0	0.05	
2.838	0	0.05	
2.8385	0	0.05	
2.839	0	0.05	
2.8395	0	0.05	
2.84	0	0.05	
2.8405	0	0.05	
2.841	0	0.05	
2.8415	0	0.05	
2.842	0	0.05	
2.8425	0	0.05	
2.843	0	0.05	
2.8435	0	0.05	
2.844	0	0.05	
2.8445	0	0.05	
2.845	0	0.05	
2.8455	0	0.05	
2.846	0	0.05	
2.8465	0	0.05	
2.847	0	0.05	
2.8475	0	0.05	
2.848	0	0.05	
2.8485	0	0.05	
2.849	0	0.05	
2.8495	0	0.05	
2.85	0	0.05	
2.8505	0	0.05	
2.851	0	0.05	
2.8515	0	0.05	
2.852	0	0.05	
2.8525	0	0.05	
2.853	0	0.05	
2.8535	0	0.05	
2.854	0	0.05	
2.8545	0	0.05	
2.855	0	0.05	
2.8555	0	0.05	
2.856	0	0.05	
2.8565	0	0.05	
2.857	0	0.05	
2.8575	0	0.05	
2.858	0	0.05	
2.8585	0	0.05	
2.859	0	0.05	
2.8595	0	0.05	
2.86	0	0.05	
2.8605	0	0.05	
2.861	0	0.05	
2.8615	0	0.05	
2.862	0	0.05	
2.8625	0	0.05	
2.863	0	0.05	
2.8635	0	0.05	
2.864	0	0.05	
2.8645	0	0.05	
2.865	0	0.05	
2.8655	0	0.05	
2.866	0	0.05	
2.8665	0	0.05	
2.867	0	0.05	
2.8675	0	0.05	
2.868	0	0.05	
2.8685	0	0.05	
2.869	0	0.05	
2.8695	0	0.05	
2.87	0	0.05	
2.8705	0	0.05	
2.871	0	0.05	
2.8715	0	0.05	
2.872	0	0.05	
2.8725	0	0.05	
2.873	0	0.05	
2.8735	0	0.05	
2.874	0	0.05	
2.8745	0	0.05	
2.875	0	0.05	
2.8755	0	0.05	
2.876	0	0.05	
2.8765	0	0.05	
2.877	0	0.05	
2.8775	0	0.05	
2.878	0	0.05	
2.8785	0	0.05	
2.879	0	0.05	
2.8795	0	0.05	
2.88	0	0.05	
2.8805	0	0.05	
2.881	0	0.05	
2.8815	0	0.05	
2.882	0	0.05	
2.8825	0	0.05	
2.883	0	0.05	
2.8835	0	0.05	
2.884	0	0.05	
2.8845	0	0.05	
2.885	0	0.05	
2.8855	0	0.05	
2.886	0	0.05	
2.8865	0	0.05	
2.887	0	0.05	
2.8875	0	0.05	
2.888	0	0.05	
2.8885	0	0.05	
2.889	0	0.05	
2.8895	0	0.05	
2.89	0	0.05	
2.8905	0	0.05	
2.891	0	0.05	
2.8915	0	0.05	
2.892	0	0.05	
2.8925	0	0.05	
2.893	0	0.05	
2.8935	0	0.05	
2.894	0	0.05	
2.8945	0	0.05	
2.895	0	0.05	
2.8955	0	0.05	
2.896	0	0.05	
2.8965	0	0.05	
2.897	0	0.05	
2.8975	0	0.05	
2.898	0	0.05	
2.8985	0	0.05	
2.899	0	0.05	
2.8995	0	0.05	
2.9	0	0.05	
2.9005	0	0.05	
2.901	0	0.05	
2.9015	0	0.05	
2.902	0	0.05	
2.9025	0	0.05	
2.903	0	0.05	
2.9035	0	0.05	
2.904	0	0.05	
2.9045	0	0.05	
2.905	0	0.05	
2.9055	0	0.05	
2.906	0	0.05	
2.9065	0	0.05	
2.907	0	0.05	
2.9075	0	0.05	
2.908	0	0.05	
2.9085	0	0.05	
2.909	0	0.05	
2.9095	0	0.05	
2.91	0	0.05	
2.9105	0	0.05	
2.911	0	0.05	
2.9115	0	0.05	
2.912	0	0.05	
2.9125	0	0.05	
2.913	0	0.05	
2.9135	0	0.05	
2.914	0	0.05	
2.9145	0	0.05	
2.915	0	0.05	
2.9155	0	0.05	
2.916	0	0.05	
2.9165	0	0.05	
2.917	0	0.05	
2.9175	0	0.05	
2.918	0	0.05	
2.9185	0	0.05	
2.919	0	0.05	
2.9195	0	0.05	
2.92	0	0.05	
2.9205	0	0.05	
2.921	0	0.05	
2.9215	0	0.05	
2.922	0	0.05	
2.9225	0	0.05	
2.923	0	0.05	
2.9235	0	0.05	
2.924	0	0.05	
2.9245	0	0.05	
2.925	0	0.05	
2.9255	0	0.05	
2.926	0	0.05	
2.9265	0	0.05	
2.927	0	0.05	
2.9275	0	0.05	
2.928	0	0.05	
2.9285	0	0.05	
2.929	0	0.05	
2.9295	0	0.05	
2.93	0	0.05	
2.9305	0	0.05	
2.931	0	0.05	
2.9315	0	0.05	
2.932	0	0.05	
2.9325	0	0.05	
2.933	0	0.05	
2.9335	0	0.05	
2.934	0	0.05	
2.9345	0	0.05	
2.935	0	0.05	
2.9355	0	0.05	
2.936	0	0.05	
2.9365	0	0.05	
2.937	0	0.05	
2.9375	0	0.05	
2.938	0	0.05	
2.9385	0	0.05	
2.939	0	0.05	
2.9395	0	0.05	
2.94	0	0.05	
2.9405	0	0.05	
2.941	0	0.05	
2.9415	0	0.05	
2.942	0	0.05	
2.9425	0	0.05	
2.943	0	0.05	
2.9435	0	0.05	
2.944	0	0.05	
2.9445	0	0.05	
2.945	0	0.05	
2.9455	0	0.05	
2.946	0	0.05	
2.9465	0	0.05	
2.947	0	0.05	
2.9475	0	0.05	
2.948	0	0.05	
2.9485	0	0.05	
2.949	0	0.05	
2.9495	0	0.05	
2.95	0	0.05	
2.9505	0	0.05	
2.951	0	0.05	
2.9515	0	0.05	
2.952	0	0.05	
2.9525	0	0.05	
2.953	0	0.05	
2.9535	0	0.05	
2.954	0	0.05	
2.9545	0	0.05	
2.955	0	0.05	
2.9555	0	0.05	
2.956	0	0.05	
2.9565	0	0.05	
2.957	0	0.05	
2.9575	0	0.05	
2.958	0	0.05	
2.9585	0	0.05	
2.959	0	0.05	
2.9595	0	0.05	
2.96	0	0.05	
2.9605	0	0.05	
2.961	0	0.05	
2.9615	0	0.05	
2.962	0	0.05	
2.9625	0	0.05	
2.963	0	0.05	
